|job_title|job_description|company|stars|salary_range
584|RESEARCH SCIENTIST/ENGINEER-SENIOR|"RESEARCH SCIENTIST/ENGINEER-SENIOR
Req #: 157649
Department: SCHOOL OF OCEANOGRAPHY
Job Location: Seattle Campus
Posting Date: 06/27/2018
Closing Info: Open Until Filled
Salary: Salary is commensurate with education and experience.
Shift: First Shift

As a UW employee, you have a unique opportunity to change lives on our campuses, in our state and around the world. UW employees offer their boundless energy, creative problem solving skills and dedication to build stronger minds and a healthier world.

UW faculty and staff also enjoy outstanding benefits, professional growth opportunities and unique resources in an environment noted for diversity, intellectual excitement, artistic pursuits and natural beauty. All of which has allowed the UW to be nationally recognized as a “Great College to Work For” for four consecutive years.

The School of Oceanography has an outstanding opportunity for a Research Scientist/Engineer-Senior . This position is integral to a project engaged in the deployment of approximately 120 profiling floats per year in the global ocean for the purpose of studying the ocean’s role in the climate system. The floats are fabricated at UW and deployed from a variety of platforms, including research vessels, commercial ships, container vessels and aircraft. Each float returns in situ temperature and salinity data at regular intervals via satellite, and the data are used in quantitative analyses of climate change.

This position examines data from a large suite of profiling floats in the world ocean in order to assess the quality of the data. Quality is assessed by using computer programing and physical oceanography knowledge to examine data collected by the floats in comparison to archival data. Duties include:
Propose corrections to the float data based on the analysis and comparisons with archival data by applying knowledge of physical oceanography principles and knowledge of global water masses
Discuss the results of the analyses with other members of the profiling float community (both UW and non-UW members) and collaborate on quality data discussions
Participate on committees and governing bodies in order to have the proposed adjustments applied both locally and globally to the float date
Write C and Matlab-based software for carrying out float data analyses
Prepare scientific reports for publication in refereed journals based on the proposed corrections and on scientific analyses of the float data
Participate in the float fabrication process by applying derived corrections to pre-deployment calibrations of temperature and salinity on the floats and providing baseline data from future deployment locations for float ballasting during the construction/fabrication process
Attend national and international meetings related to these duties on a frequent basis and will make oral presentations regarding the scientific analysis and overall progress of the project.

As a UW employee, you will enjoy generous benefits and work/life programs. For detailed information on Benefits for this position, click here.

Required:
PhD in Oceanography or related sciences and minimum of 4 years experience including physical oceanography knowledge of global water masses; C and Matlab programming skills; analytical abilities to identify instrument errors in ocean data.

Equivalent education/experience will substitute for all minimum qualifications except where there are legal requirements such as license/certification/registration.

Desired:
Thorough knowledge of water masses of the world’s oceans including temperature, salinity, and dissolved oxygen properties; knowledge and use of modern methods of data analysis; knowledge of inverse methods; extensive familiarity with C and Matlab programming; knowledge of CTD system hardware and software; ability to communicate with scientist, engineers and technicians involved with float construction.

Application Process:
The application process for UW positions may include completion of a variety of online assessments to obtain additional information that will be used in the evaluation process. These assessments may include Workforce Authorization, Cover Letter and/or others. Any assessments that you need to complete will appear on your screen as soon as you select “Apply to this position”. Once you begin an assessment, it must be completed at that time; if you do not complete the assessment you will be prompted to do so the next time you access your “My Jobs” page. If you select to take it later, it will appear on your ""My Jobs"" page to take when you are ready. Please note that your application will not be reviewed, and you will not be considered for this position until all required assessments have been completed.
The University of Washington is a leader in environmental stewardship & sustainability, and committed to becoming climate neutral.

The University of Washington is an equal opportunity, affirmative action employer.
To request disability accommodation in the application process, contact the Disability Services Office at 206-543-6450 / 206-543-6452 (tty) or dso@uw.edu.
Apply for this job"|University of Washington|4.1 ★|$63K-$101K (Glassdoor Est.)
585|Construction Inspector I|"Job Description

Perform inspection on construction projects of smaller scale with basic requirements or on larger projects limited to a specific area of expertise.
Performs testing, observation, and inspection as directed in accordance with training and the specified procedures.
Read and interpret construction drawings and specifications.
Provides clear documentation of findings and results.
Performs basic analysis of data to verify accuracy before communication and submittal to the Project Manager.
Communicates information to Project Manager and other personnel as directed by the Project Manager.
Draft inspection reports for review by senior inspector and/or Project Managers.
May assist more senior inspectors on projects.
Maintains equipment and calibration.
Follows safety rules and practices and other safety requirements for all projects. Performs pre-task planning prior to executing work. Report any safety issues or concerns to management.
Be responsible for maintaining quality standards on all projects.
Knowledge&Skills:
High school diploma or equivalent.
Associates degree in Civil Engineering Technology or Construction Engineering Technology preferred.
Minimum 2-4 years' experience as an Engineering Technician or other applicable experience.
1 year experience in construction inspection preferred.
Valid driver's license with acceptable violation history.
Required Certifications:

ACI certification in one or more of the following areas:
Concrete Field Testing Technician Grade I
Concrete Strength Testing Technician
Certified in radiation safety and Nuclear Density Gauge operation.
Successful completion of related internal safety certifications.
At least one or more certifications in the following areas:
NICET Level II certification in Construction Materials Testing (Asphalt, Concrete, Soils).
NICET Level II certification in Geotechnical (Construction, Laboratory, Exploration, Generalist)
ICC certification (Reinforced Concrete, Spray-applied Fireproofing, Structural Masonry, Prestressed/Post-Tensioned Concrete, Structural Steel Bolting, Structural Steel Welding).
American Welding Society (AWS) Certified Welding Inspector (CWI)
American Society for Nondestructive Testing (ASNT) Level II certification (Visual Testing (VT), Magnetic Particle Testing (MT), Dye Penetrant Testing (PT), Radiographic Testing (RT), Ultrasonic Testing (UT)).
Other national, regional, state, and local Materials related certifications requiring experience and written examination will also be considered if deemed appropriate by the Terracon Department Manager.
The work environment characteristics and physical demands described here are representative of those the employee encounters and must be met to successfully perform the essential functions of this job.
Position typically works outside in field locations in varying weather conditions, hearing heavy operating equipment, in operating facilities, and adjacent to traffic ways. May encounter need to work at heights on fixed&portable ladders, work in confined/tight areas, exposure to hostile flora and fauna, and noise level will typically be moderate.
Work requires the use personal protective equipment (PPE) including but not limited to hard hats, safety-toe boots, safety glasses, hearing protection equipment, respiratory protection, and appropriate clothing.
While performing the duties of this job, the employee is required to regularly stand, walk, stoop, or kneel, crouch, or crawl; use hands to manipulate, handle or feel; reach with hands and arms; climb or balance; and talk and hearing. The employee must regularly lift and/or move up to 30 pounds (e.g. lifting and operating testing equipment, obtaining and carrying material samples). Specific vision abilities required by this job include close vision, distance vision, peripheral vision, depth perception, and ability to adjust focus.
May require overnight travel in support of projects in varying locations.
Employment Type

Regular, Full Time

About Terracon

Terracon is a 100 percent employee-owned consulting engineering firm providing quality services to clients. Since 1965, Terracon has evolved into a successful multi-discipline firm specializing in environmental, facilities, geotechnical, and materials services. Terracon currently has more than 3,500 employees in 130 offices with services available in all 50 states. Terracon's growth is due to valued employees exceeding expectations in client service and growing their careers with new and exciting opportunities in the marketplace.

EEO Statement

Terracon offers an excellent compensation and benefits package including: medical, dental, vision, life insurance, 401(k) plan, and paid holidays.

Terracon is an EEO employer. We encourage qualified minority, female, veteran and disabled candidates to apply and be considered for open positions. We do not discriminate against any applicant for employment, or any employee because of race, color, religion, national origin, age, sex, sexual orientation, gender identity, gender, disability, age, or military status."|Terracon|3.5 ★|$15-$27 Per Hour(Glassdoor Est.)
586|Senior Development Manager, Zillow Offers - Platform Team|"About the teamZillow embraces daunting challenges like this one, and that's why we are looking for a Senior Development Manager to help lead our success. Zillow Offers is still in very early stages, so come seize this rare opportunity and apply your operational expertise in a brand new arena. You will be joining a passionate team of developers who are building Zillow into the biggest real-estate marketplace online. We believe in autonomy and moving fast, so self-motivation and the energy to blaze trails is a must-have for this role.

As a Development Manager of this team you will:
Lead the architecture and implementation of web services, operational workflows, and
applications for use in the field.
Iterate quickly and ship code frequently.
Own the quality of your team's feature work.
Empower your direct reports with knowledge and opportunities to grow in their careers.
Research and pioneer the adoption and use of new technologies within Zillow.
Be willing to apply your experience to problems at every level of the tech stack.
Champion operational excellence with a real passion for best-in-class, bulletproof product.About the role

We are on a mission to give consumers certainty and control when selling their home. In the Zillow Offers product, Zillow buys homes directly from interested homeowners, thereby sparing them the tremendous stress and effort of selling. Instead, we take that upon ourselves by quickly preparing these homes for the market and re-selling them. This is a key initiative at Zillow as we aim to define the future of real estate.

We are building a technology platform that enables scaled and distributed real estate operations across the country. The platform will harness the power of local inspectors, construction managers, contractors, market experts, real estate agents, and more to deliver an outstanding transaction experience to sellers and buyers.

Who you are
Bachelors or Masters degree in Computer Science or related field.
At least five years of full-time experience and very high proficiency programming in Java, C#, or Python.
At least two years in a management or tech lead role. Real passion for mentoring and growing the potential of others.
A proven track record of high productivity in crafting, coding, debugging web applications and backend services.
Collaborative working style with a strong focus on disciplined execution and results.
Iterative approach to software development combined with the drive to move fast and think big.
Dedication to great engineering, demonstrated through depth and breadth of knowledge.
Expertise building and scaling resilient backend services.
Experience with AWS, distributed systems, and/or app development a plus.
Very proficient with at least one of Java, Python, or C#.
Get to know usZillow is the leading real estate and rental marketplace dedicated to empowering consumers with data, inspiration and knowledge around the place they call home, and connecting them with the best local professionals who can help. Zillow is part of Zillow Group, whose mission is to build the largest, most trusted and vibrant home-related marketplace in the world.

Zillow Group is owned, fueled and grown by innovators who help people make better, smarter decisions around all things home. We encourage one another at every level, and our efforts are supported by employee-driven, world-class benefits that enable us to enjoy our lives outside the office while building fulfilling careers that impact millions of individuals every day.

Zillow Group is an equal opportunity employer committed to fostering an inclusive, innovative environment with the best employees. Therefore, we provide employment opportunities without regard to age, race, color, ancestry, national origin, religion, disability, sex, gender identity or expression, sexual orientation, or any other protected status in accordance with applicable law. If there are preparations we can make to help ensure you have a comfortable and positive interview experience, please let us know."|Zillow|4.2 ★|$81K-$125K (Glassdoor Est.)
587|Product Manager - Public Cloud Technology|"Summary

As an experienced professional in our Cybersecurity organization, you?re equally committed to watching over our data today, as well as finding innovative new ways to protect it in the future. To do that, you?ll help lead a highly motivated team laser-focused on analyzing, designing, developing and delivering solutions built to stop adversaries and strengthen our operations. You?ll use your leadership skills to give guidance, best practice advice and support across all our business and technology groups. You?ll take the lead on incident response, risk reviews and vulnerability assessments, identifying threats, all of which ladder up to driving and selecting cost-effective solutions. You?ll deploy best practices, new policies, and emerging trends to strengthen our strategic roadmap. You?ll keep management, executive directors, managing directors and stakeholders in the loop, as well as managing people and budgets. As part of JPMorgan Chase & Co.?s global team of technologists and innovators, your work will have a massive impact, both on us as a company, as well as our clients and our business partners around the world.

Responsibilities

The product management teams own product strategies, roadmaps, investment programs, work activities and are the primary business liaison into the Lines of Business. This role will work closely with the Product Owner on managing the strategy, engaging with stakeholders and executing the book of work.

We are seeking a Cloud Security Product Manager with hands on product/program management experience who has an ability to develop technical recommendations. The Product Manager will be part of the cloud platform group within Cyber Security Product Management organization. Key responsibilities will include:

+ Improve its strategic focus, business engagement, stakeholder management and business value.

+ Plan, mobilize, influence, and drive change in a complex, highly-matrixed environment

+ Liaise with an extensive range of business stakeholders to align programs of work, oversee program delivery and track business value

+ Organize multiyear roadmaps and programs of work

+ Manage backlog, work flow and prioritization

+ Complement institutional knowledge with industry trends / best practices to develop governance frameworks, guiding principles, and detailed design of organizational constructs

+ Provide directional insights and inputs into Culture, People Agenda, Training and Development, Internal branding, Communications, and various Transformation / Change management efforts

+ 7+ years of information technology/software development experience in large global organizations specific to product development/management

+ Demonstrated success in a product management construct with an emphasis on information security solutions for virtualization and cloud technologies

+ Knowledge of designing and implementing cloud services (e.g., IaaS, PaaS, SaaS, etc.) offered from public cloud service providers (e.g., AWS, Microsoft Azure, etc.)

+ Experience with a broad set of information security technologies and processes within cloud environments

+ Understanding of Secure Software Development Life Cycle (SSDLC) security requirements

+ Understanding of enterprise IT security risk assessments and related frameworks (e.g., SOC2, ISO 270XX, NIST CSF, NIST 800-XX, COBIT, etc.) and industry best practices

+ Demonstrated success in leading transformation programs, driving business value and long term success

+ Strong influence and negotiating skills with the ability to overcome resistance to execute against strategic plans

+ Excellent command of Cybersecurity organization practices, operations risk management processes, principles, architectural requirements, engineering threats and vulnerabilities, including incident response methodologies

+ Keen understanding of national and international laws, regulations, policies and ethics related to financial industry cybersecurity

+ Noted cybersecurity expert, keeping technical skills current and participating in multiple forums

+ Expertise in Agile and can work with at least one of the common frameworks

+ Ability to identify network attacks and systemic security issues as they relate to threats and vulnerabilities, with focus on recommendations for enhancements or remediation

Cyber

Your expertise in cyber, combined with your desire to provide innovative security services, will be an asset to our Cybersecurity team. Help deliver high-quality security solutions across all our lines of business around the world by creating, designing, implementing, and maintaining next-level technology. The work you?ll do is vital, as it will protect over $18 trillion of assets under custody and $393 billion in deposits every day.

When you work at JPMorgan Chase & Co., you?re not just working at a global financial institution. You?re an integral part of one of the world?s biggest tech companies. In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $9.5B+ annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world.

At JPMorgan Chase & Co. we value the unique skills of every employee, and we?re building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you?re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you.

JPMorgan Chase is an equal opportunity and affirmative action employer Disability/Veteran."|JPMorgan Chase|3.7 ★|$109K-$160K (Glassdoor Est.)
588|Civil Engineer|"Job Description

Arcadis is seeking an Engineer with 0 2 years experience. The candidate should have a Bachelors and/or Masters degree in civil, environmental, or chemical engineering with a preferred emphasis on water resources or environmental. This full-time position would entail work in the following disciplines in support of soil and groundwater remediation projects:
Environmental remediation
Water resources
Process mechanical
Hydrogeology
Geotechnical
This position demands attention to detail, a tenacious work ethic, strong technical writing and quantitative skills, creative problem solving and an enthusiastic attitude.

The duties of this position include:
Performing engineering design analyses
Performing engineering cost estimates
Developing bid procurement documents
Drafting routine written reports
Collaborating with multiple engineering disciplines, hydrogeologists and geochemists on relevant design elements
Supervising subcontractors during field implementation of subsurface investigations and construction projects.
Functioning on multidisciplinary teams across multiple time zones
This work will be performed primarily from the office although intermittent travel (10-25%) may be necessary. Responsibilities will require interaction with national and global project teams so strong written and oral communication skills are vital to this position. This position will demand multi-tasking abilities to work on several projects at once; it is also critical that the candidate is able to meet (sometimes demanding) schedule expectations.

Required Qualifications
BS degree in Civil Engineering
0-2 years of experience
Required Driving Statement

This position requires a current valid drivers license and clean driving record.

Preferred Qualifications
CPR and first aid certification
40 hour Hazwoper certification
DOT HazMat #1 certification"|Arcadis|3.7 ★|$56K-$73K (Glassdoor Est.)
589|Security Site Supervisor|"Job Reference: G4S/TP/3279897/124687
Number of Positions: 1
Job Category: Security/Protective Services
Contract Type: Full Time
Salary: $27.09

Location:
Seattle, Washington
G4S Region:
North America
Country:United States

G4S Business Unit:US Secure Solutions
Closing Date: September 23, 2018

Job Introduction:

PLEASE CLICK APPLY OR TEXT ""JOBS"" TO 561-660-9797 FROM YOUR SMARTPHONE!

G4S, the world's leading private security organization, has an immediate career opportunity Site Security Supervisor! Named by Fortune as one of the 100 most admired companies, we provide security for the United States government, fortune 500 companies, nuclear power plants, oil and gas companies, airport, banks, hospitals, factories, commercial facilities, residential communities and much more. Whether you're looking for entry level, management, sales, or executive careers G4S has a career opportunity for you that will offer job security, excellent pay and benefits, and advancement opportunities.

Role Responsibility:

Specific Duties and Essential Functions
As a Site Supervisor, you will be responsible for the professional operation, administration, profitability, and quality assurance of uniformed services for a client's site. In this role, you will:
Oversee that all aspects of the security function on-site is performed in a diligent manner (staffing, scheduling, and on-site training all G4S Secure Solutions (USA) Inc. personnel assigned to his/her site).
Ensure that contract-required training and screening elements for security personnel have been met.
Maintain overtime to a preset requirement designated by G4S.
Ensure quality of service and contract compliance by regularly inspecting security personnel assigned to his/her site.
Perform other operations related functions (e.g., payroll, review and maintain incident reports, issue uniforms, coordinate fleet vehicles, assist in preparation of security surveys and post orders).
Make recommendations for positive and negative personnel actions for those under his/her direct supervision.
Respond to client requests.
What does it take to qualify for this great opportunity? We're looking for professional detail-oriented individuals with a talent for effectively assessing/evaluating situations and identifying critical issues.

The Ideal Candidate:

Education, Licenses and Certifications Required

Here's the minimum you'll need to be a successful Site Supervisor:
Must possess a high school diploma or equivalent
Must be able to pass any State-required training or other qualifications for licensing
Must be able to pass a State licensing test if driving a company-owned or client-provided vehicle
Type and Length of Specific Experience Required

You will also need to possess one or more of the following:
Service in the active duty military, military reserves, or National Guard
Service in Auxiliary Police or Police Cadets
Minimum of one year verifiable and successful supervisory experience in security-related industry
Associate's degree or higher in any discipline
Skills Required

You also need to possess the following skills:
Proficient computer skills including Microsoft Office
Effective oral and written communication skills
Active listening skills
Ability to assess and evaluate situations effectively
Ability to identify critical issues quickly and accurately
Attention to detail
Other Requirements
Must be at least 18 years old or the minimum age required by the state, if higher
Must be a U.S. citizen or a foreign citizen authorized to legally work in the United States
Must not use illegal drugs. Must be able to pass a drug test with negative results (except when undergoing documented medical treatment).
Must submit to an extensive background check, including criminal history, personal references, employment and education verifications, and Department of Motor Vehicle and credit checks if applicable
Must be able to provide, upon job offer, a DD214 discharge document with discharge status indicated, if prior military
Physical Requirements and Environment

Environment: Office; minimal to no work in extreme temperatures is expected

Major activity: Working on PC while sitting; telephone use; driving; standing

Physical efforts to carry out job duties: Limited, to include some standing, bending, light lifting, and limited stretching and reaching

About the Company:

EOE Minority/Female/Disabled/Veteran/Sexual Orientation/Gender Identity

G4S is an Equal Opportunity/Affirmative Action Employer
and an Alcohol- and Drug-Free Workplace

If you have any questions regarding Equal Employment Opportunity, Affirmative Action or Diversity and Inclusion, or have difficulty using the online system and require an alternate method to apply, please contact our Corporate Human Resources Department at (800) 506-6265.

To receive an update on your application status, please contact our local office by following this link: http://www.g4s.us/en/Contact-Us/Local-Offices"|G4S|2.9 ★|$33K-$50K (Glassdoor Est.)
590|Superintendent|"We're committed to bringing passion and customer focus to the business.

Job Description Summary:

Supervision of the construction project resulting in successful project completion.

Job Description:

POSITION RESPONSIBILITIES AND DUTIES:

• Able to perform all essential Asst. Supt./Project Engineer job responsibilities

• Attend and participate in Safety Training Program and enforce safety procedures

• Verify subcontractor certificates of insurance

• Prepare and maintain responsibility for CPM job schedule

• Develop Owner and Architect’s confidence

• Recruit, organize, train, direct and coordinate field construction team including subcontractor’s direct hire work

• Assure work quality - set standards for quality control

• Order materials and tools and plan supply allotment to avoid “crisis” buying

• Prepare necessary reports (e.g. time sheets, work orders, daily reports and invoice approval)

• Document and complete all punchlists in a timely manner

• Review all drawings, specifications and subcontractor submittals

• Chair or attend pre-job conference, regular subcontractor meetings

• Perform start-up testing and turnover to Owner

• Document final close-out and Owner’s acceptance

• Perform manual work only in rare circumstances when, in employee’s independent judgment, exigent circumstances require it

• Ability to travel as required by management

• Ability to supervise multiple projects over a large geographic area as required by management

• Complete other responsibilities as assigned

MINIMUM SKILLS OR EXPERIENCE REQUIREMENTS:

• Engineering, Construction Management or Architectural degree, or equivalent experience (4 years as Assistant Superintendent)

• Extensive field construction experience at supervisory level

• Current Safety Trained Supervisor (STS) Certification, or achievement of STS Certification within six months of hire, maintenance of active certification status

• Working knowledge of all crafts (ability to read and understand specifications for all trades), and prior experience as foreman or journeyman in at least one trade, or project engineer

• Knowledge of OSHA laws

• Knowledge of job scheduling, planning, expediting and cost control

• Ability in problem-solving

• Strong sense of urgency

If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"|Swinerton Builders|4.2 ★|$66K-$102K (Glassdoor Est.)
591|Project Engineer|"About Charter Construction

Founded in 1983, Charter Construction Inc. has established itself as a company that sets the standard for performance, integrity, and quality. In January 2015 we became an employee owned company (ESOP). Our long-standing, loyal relationships with repeat clients are a testament to that commitment. Equally important is the way we build relationships with owners, developers and design professionals. We know that extraordinary results are only possible when everyone communicates clearly and collaborates creatively. We foster this open, forward-thinking approach in every phase of every project.

Our success also lies in our unwavering commitment to customer service. Anticipating problems before they occur, paying close attention to project details, and efficiently managing costs are all components of our philosophy. Our team of dedicated, experienced professionals continually seeks improvement and challenge. We employ and retain the most skilled and the most committed. Our staff combines the best real-world construction know-how with leading edge practices and technologies. Our team combines razor-sharp skill and knowledge of the ever-changing construction industry.

Whether a high-end custom home, a complex remediation or commercial project or someone s residence or business that flooded or burned down, Charter Construction delivers value, predictability, aesthetic sensitivity, and a commitment to exceed client expectations.

Commitment to Safety

We are committed to providing a safe and healthy work environment, more specifically, our goal is to minimize the exposure of employees, clients, and the public to health and safety risks. Accordingly, we make every effort to comply with relevant federal and state occupational health and safety laws and to develop operations, procedures, practices and programs that further this goal. All of our employees are expected to work diligently to maintain safe and healthful work conditions and to adhere to all operating practices and procedures designed to prevent injuries and illnesses.

Requirements

Essential Duties and Responsibilities:

Budget / Estimates:
Review basic scopes of repair and structure estimates accurately and efficiently
Estimate time on self-performed work; use personal experience or knowledge of team members
Contact subs and research unusual items
Extract unit prices and save data for future use


Bidding:
Assist in bidding projects
Read and understand specs and details; Identify basic risks
Maintain good subcontractor pool and ease concerns as needed to acquire accurate bids
Utilize other team resources and incorporate their knowledge into work packages


Project Assistance/Management:
Reduce work load of Project Manager by taking ownership of tasks
Positively represent Charter when communicating with the client, architects, consultants, suppliers, and subcontractors
Compile forms and checklists; maintain logs and progress spreadsheets
Process submittals, RFI s and other paperwork
Order materials as requested by superintendent; arrange for credit as needed
Coordinate quality control inspections and punch lists
Scheduling:
Understand critical schedule dates and impacts
Cost/Financial Management:
Process change orders
Direct subcontractors in small tasks and basic change orders
Accurately code invoices and time cards
Ensure timely and accurate payments to subcontractors and suppliers
Closeout:
Compile project closeout documents and warranties as requested by Project Manager
Organize job photos



Minimum Qualifications:

Education / Experience:
4 – year degree in construction management or related field or additional experience in lieu of degree
Demonstrated familiarity (either through internships or work experience) with multifamily construction components and systems (particularly building envelopes)
Understanding of basic industry and business procedures and practices
Technical Skills:
Intermediate aptitude in industry-standard computer programs (Project management software, estimating software, accounting software, scheduling software)
Advanced aptitude in Microsoft Office software (Word, Excel, Outlook)
Good written and oral communication skills


Benefits

This position offers a competitive compensation structure; medical, vision, and dental insurance benefits; paid time off (vacation, holiday, sick); 401(k) employer match; ESOP; life and AD&D insurance; short and long-term disability insurances and other benefits.



Equal Employment Opportunity

We are an equal opportunity employer. This means we do not discriminate in employment decisions or policies in violation of law on the basis of any legally protected status. What is a legally protected status varies depending on applicable local, state and federal laws, but may include race, color, national origin, citizenship status, creed, religion, sex, age, marital status, physical or mental disability, sexual orientation, gender expression and identity, genetic information, families with children, political ideology and veteran status. Our policy of nondiscrimination applies to all terms and conditions of employment, including but not limited to hiring, compensation, benefits, placement, promotion, termination, reduction in force, and transfer. Our employment decisions, including factors such as merit, performance, qualifications, skills, dependability, and reliability are made based on ability to perform the job. We comply with all applicable federal, state and local laws that prohibit discrimination in employment."|Charter Construction|3.5 ★|$61K-$78K (Glassdoor Est.)
592|Interior Designer - Mid-Level - Strategy Studio|"Interior Designer - Mid-Level - Strategy Studio
Gensler Region


North West

Job Location


Seattle, WA, US

ID

12977

Apply Now

Gensler Seattle is seeking a well-rounded Interior Designer to focus on workplace strategy and commercial interiors projects with clients in the technology sector and a growing, diverse client base. In this position, you will join a highly creative, collaborative, and nimble team dedicated to problem-solving for some of the world’s most innovative companies. Our team is committed to realizing environments that help existing and growing companies build their culture and to attract and retain the best and brightest employees. You must have a strong foundational design skills and excellent communication ability.

RESPONSIBILITIES:
Experienced with selection of FF&E color palettes & material presentations
Develop space planning concepts and generate program documents
Collaborate with project teams, stakeholders and third party client service providers for completion and execution of design projects, including programming client needs, conceptual design, schematic design, design development & construction documents.
Complete and provide design support for corporate interior test fits to validate real estate transactions.
Review of architectural plans and concepts for application of client design guidelines and standards.
Build, nurture and foster new relationships with clients
Be an integral part in the growth and success of the workplace Practice Area
Contribute to office activities, initiatives, and learning programs
Continually improve the quality of our work, the manner in which we deliver it and the process we employ to attain it.
Collect qualitative data and qualitative feedback from client and end users during the project process
Synthesize information and the impact on space, business goals and organizational culture
QUALIFICATIONS / SKILLS:
3-5 years minimum of relevant design experience in commercial interiors projects
Bachelors’ Degree in Interior Design or Architecture
Excellent analytical and problem-solving skills
Strong leadership, communication and relationship-management skills
Proficient in AutoCAD, Revit and 3-d visualization tools
Skilled in conceptual thinking, experiential design and storytelling in space
Certification or state licensed is a plus.
LEED accreditation is a plus
Proficient in Creative Adobe Suite applications, Excel and Powerpoint
Flexibility to focus on a single client with a variety of project types or multiple projects in various stages of development
Strong knowledge of the design process, including FF&E, furniture systems and specifications, color and materials
An interest in user research, design strategy and space programming a plus
Gensler is a global design firm, with 47 offices and 5,000+ employees worldwide. Gensler helps clients succeed by focusing on the needs of the people they serve, whether they are employees, customers, sports fans, students, passengers or guests. Founded in 1965, Gensler has deep expertise in design and architecture across 31 practices, including commercial office buildings, professional services, retail, aviation, planning and urban design, entertainment and hospitality, sports stadiums and education facilities. The firm also holds practices focusing on brand strategy, environmental graphic design, mission-critical facilities, and has recently invested in consulting for real estate workplace and sustainable design.

Gensler’s Seattle office was established in 2000 to provide services in architectural and workplace design to the Puget Sound region. In our 17 years, we have recruited some of the best talent the region has to offer, and built a balanced team of design professionals with strengths in strategy, management, design, and technical know-how. Our project types have ranged from workplace and consulting to architecture and master planning. Our clients include technology companies, developers, professional services firms, higher educational institutions, and professional sports organizations, and our work has received numerous awards from institutions such as the AIA, IIDA, and NAIOP.

Gensler is an Equal Opportunity Employer and participant in the U.S. Federal E-Verify program. Women, minorities, individuals with disabilities and protected veterans are encouraged to apply."|Gensler|3.9 ★|$46K-$72K (Glassdoor Est.)
593|surveyor / engineering technologist - NHC Nanaimo, British Columbia|"surveyor / engineering technologist - NHC Nanaimo, British Columbia Northwest Hydraulic Consultants (NHC) is an international firm of engineers, geoscientists, and technologists providing professional services for the development, management, and protection of water resources. We are currently seeking a Surveyor / Engineering Technologist to work in our Nanaimo office on Vancouver Island. We are seeking candidates with:
High quality client service skills
Excellent communication, organizational, and problem-solving skills
Attention to detail with openness and ability to learn new skills on the fly
Strong skills and experience with Autodesk Civil3D CAD software
Strong aptitude and expertise with geomatics and surveying (total station and GPS-based surveys)
High proficiency with data reduction software and MS Excel
Willingness and ability to work in challenging field conditions in Western Canada including working in small boats on rivers, in swift water conditions, and remote locations, and
Civil Engineering Technologist qualifications from an accredited program and registered or eligible to be registered with ASTTBC.
The following skills and experience would be an asset:
Experience with heavy civil construction contracting, cost estimating, and project management
Experience with ArcGIS software
Experience with hydrographic surveys, hydrometric stations, and flow gauging (ADCP, ADV, and dilution).
NHC offers the opportunity to work with top technical experts in an independent and specialized firm on technically challenging and satisfying real-world projects. NHC has a competitive salary structure and comprehensive benefits package, including annual merit-based bonuses.

Nanaimo and the surrounding communities offer the amenities of a vibrant city with the benefits of diverse recreational activities and affordable housing."|Northwest Hydraulic Consultant|4.3 ★|$59K-$92K (Glassdoor Est.)
