|job_title|job_description|company|stars|salary_range
789|Software Development Engineer II, Amazon SageMaker|"Job Description
Interested in joining SageMaker and engineering the world's best Machine Learning service on AWS?
You will be working to build a development environment for customers, hosted on AWS and leveraging open source technologies. Our mission is to facilitate Machine Learning education, development, and productionalization of Machine Learning models for different classes of users ranging from ML experts to developers without ML knowledge.
Amazon's machine learning platform team currently supports services inside of the company and the AWS service SageMaker. Please take a look at https://aws.amazon.com/sagemaker/
You will work in the company of world experts and there are immense learnings as well as growth opportunities.

In this role you will design, implement, test, and write library code and own a SOA-based platform and a web front-end using object-oriented, distributed programming, Java, Python, Javascript, other AWS services, and more in Linux environment. You will do everything from determining priorities and designing features to re-architecture as necessary, automated testing and mentoring others. The best candidates show true end-to-end ownership.

Basic Qualifications
Bachelor’s Degree in Computer Science or related field or equivalent work experience
3+ years professional experience in software development
Strong computer science fundamentals - data structures, algorithms design, complexity analysis, operating systems etc.
Object-oriented design
Strong analytical abilities and problem solving
Strong inclination towards building high quality systems by testing mercilessly.
Strong sense of ownership and willing to own end to end systems.
Proficiency in, at least, one modern programming language such as Java, Python, Scala, C++, C#.
Preferred Qualifications
Experience taking projects from scoping requirements through V1 launch and V2 iterations.
Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations
Experience with highly distributed, multi-tenet systems with clear state-full/state-less boundaries.
Experience with experimentation and statistics.
Experience with machine learning, data mining tools and techniques


Apply Now at Amazon"|Amazon|3.8 ★|$119K-$145K (Glassdoor Est.)
790|Senior Systems Quality Assurance Engineer|"Job Description
Are you inspired by invention? Is problem solving through teamwork in your DNA? Do you like the idea of seeing how your work impacts the bigger picture? Answer yes to any of these and you’ll fit right in here at Amazon. We are a smart team of doers that work passionately to apply cutting edge advances in robotics and software to solve real-world challenges that will transform our customers’ experiences in ways we can’t even imagine yet.

We need versatile, curious, and motivated engineers to help define the way we build and test our products and features in a start-up like environment. You will design, build, and maintain a test automation framework and infrastructure that enables the delivery of high-quality software, in collaboration with top-notch research scientists, software developers, and hardware engineers. If you are passionate about pioneering new technologies for the real world, inventing something new, and delivering great software, we want to talk to you.

The Role:
As a Software Quality Assurance Engineer, you will join the team of hands-on, passionate and seasoned SQA professionals developing innovative consumer-centric product solutions. This role would involve the QA person to perform testing at Fulfillment Center (FC) 40% of the time and also involves occasional travel to deployment sites in NA and EU few times a year. In this role, you will:
Create test plans and test cases
Review user interfaces for conformity and functionality.
Efficiently execute test cases across all functional areas of our products.
Perform testing at FC and ensure that all features have been manually tested on the physical machines at FC prior to production deployment.
Coordinate with the dev team’s on call to promote deployments from 1-box to production.
Would need to frequently interact with the FC associates and get their feedback and report in to the concerned stakeholders as well as troubleshoot / fix issues as and when they occur at site.
Perform functional testing against emulated hardware.
Review product user interface for conformity to design guidelines.
Find, isolate, document, regress, and track bugs through resolution
Interpret and report testing results, and be a vocal proponent for quality in every phase of the development process.
Would need to work closely with the dev. team based out of Seattle and a remote Amazon Robotics QA Automation team based out of North Reading, Massachusetts.
Work with Software Development Engineers to understand the overall technical architecture and how each feature is implemented.
This role would require travel to FC 40% of the time to perform functional testing.
This role involves occasional travel to deployment sites in NA and EU few times a year.
This role would be reporting to a SDM based out of North Reading, MA.
Basic Qualifications
Bachelor’s degree in Computer Science, Computer Engineering, Electrical Engineering or equivalent
3+ years of software QA testing experience with black and grey box functional testing
Proficiency operating in a Linux environment
Proficiency in, at least, one modern programming language such as C, C++, C#, Java, Python or Perl
Automated testing experience required
Preferred Qualifications
Experience building and designing test cases
Experience with testing methodologies
Experience in white and black box testing
Experience testing embedded Linux applications
Experience testing the kernel, kernel subsystems, and user space applications
Experience with open source test tools, make files and build scripts
API automation testing including working experience with unit test automation frameworks
Familiar with hardware-in-the-loop testing with sensors and/or other peripheral devices.
Ability to react well to changes, work with teams and multi-task on multiple products and projects
Master’s degree preferred
Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation


Apply Now at Amazon"|Amazon|3.8 ★|$91K-$142K (Glassdoor Est.)
791|Software Development Engineer - Amazon AI|"Job Description
As a Software Developer, you have the chance to develop a new product from the very early stages. We are looking for candidates who thrive in a fast paced start-up like environment and want to invent the future.

Our team is looking for a senior software development leader to architect and design a new AWS services from the ground up. You will help define system specs, design and iterate on early prototypes, and help create novel user experiences. You’ll collaborate closely with product managers and UX designers to help define the scope of a product. As an early team member, you will take responsibility for technical problem solving, creatively meeting product objectives, hiring engineering teams, and developing best practices.

You will interact with teams across Amazon to accomplish your goals. You will play a leadership role in defining processes and methods to improve the productivity of the entire team. You will identify and initiate investigations of new technologies, prototype and test solutions for product features, and design and validate designs that deliver an exceptional user experience. You work well within a team, enjoy working on complex software problems, are customer-centric, and thrive on the challenge of building systems that will operate at world-wide scale.

Basic Qualifications
Bachelor’s degree in an engineering discipline or equivalent experience
5-15 years of relevant work experience in software engineering
Experience designing new systems for scale and flexibility from the ground up

Preferred Qualifications
Masters degree in CS or an engineering discipline
Experience in developing highly scalable distributed systems
Experience with financial or regulated processes and systems with complex compliance requirements
Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment
Experience in applying open-source technologies.
Experience in SQL and noSQL databases
Experience in both front end (e.g. HTML/JS/CSS) and backend technologies (Java, Ruby on Rails, AWS services)
Experience with agile software development methodologies like Scrum
Experience with rapid prototyping and evaluation of customer applications
Strong written and verbal communication skills, excellent technical communication with peers and non-technical cohorts
A strong track record of project delivery for large, cross-functional, projects




Apply Now at Amazon"|Amazon|3.8 ★|$104K-$126K (Glassdoor Est.)
792|Software Development Engineer/Software Developer - New initiative project from the ground up!|"Job Description
Do you want to be a part of building the systems and software that power Earth's largest e-commerce catalog? How do you design and handle massive scale of data when you know that none of the ""textbook solutions"" will work? Our organization develops the algorithms, systems, and tools to ensure safety of the selection and maximize their impact on the Amazon top-line - all the while continuously growing the selection. The Selection & Curation Systems team is responsible for designing and developing the tools, systems, and services that help ensure that Amazon has a profitable and rapidly expanding assortment for our customers.

We're looking for a software engineers who have strong technical design skills and are able to drive technical design of broad efforts that have high impact and visibility. This role has a number of opportunities for cross-boundary ownership and require cross-organizational technical leadership skills to create seamless technical designs and solutions that reliably work end-to-end. This role will serve as a great springboard for your career.

You will have the opportunity to solve challenging technical problems such as extracting structured data from unstructured content, automatic data and item classification, fuzzy image comparison, big data visualization, and data analytics. You will learn about designing and developing massively distributed systems, big data systems, and web services while innovating beyond ""textbook solutions"". Technologies involved include NoSQL databases, Java, JavaScript, ReactJS, Elastic Computing, Machine Learning and more.

This is a dream opportunity for engineers who want to create reliable and scalable solutions that enable Amazon to create the largest and best possible selection for our customers. Come and help make history as we take e-Commerce to the 5 billion people on earth who do not have it today while having fun and learning a lot on the way!
Basic Qualifications
Bachelor’s Degree in Computer Science or related field
Equivalent experience to a Bachelor's degree based on 3 years of work experience for every 1 year of education
6+ years professional experience in software development
Computer Science fundamentals in object-oriented design, data structures, algorithms and complexity analysis
Proficiency in, at least, one modern programming language such as Java, C, C++, C#, or Perl

*LI-RE1

Preferred Qualifications
Familiarity with Ruby, Perl, JavaScript, AJAX, XML/XSLT, SOAP, SQL, Oracle/Berkeley databases, caching technologies, web protocols, Web services technologies a strong plus.
Proficiency in HTML, Javascript, CSS and general Web 2.0 techniques
Experience taking a leading role in building complex software systems that have been successfully delivered to customers
Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations
Experience in communicating with users, other technical teams, and senior management to collect requirements, describe software product features, technical designs, and product strategy
Experience influencing software engineers best practices within your team
Hands-on expertise in many disparate technologies, typically ranging from front-end user interfaces through to back-end systems and all points in between
Knowledge of Linux/Unix and scripting on Perl/Ruby.
Experience in Ruby on Rails, Google Django, relational database or Cloud storage services
Experience developing AJAX interfaces with AJAX libraries and frameworks (e.g. JQuery, DOJO etc.)
Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation


Apply Now at Amazon"|Amazon|3.8 ★|$104K-$126K (Glassdoor Est.)
793|Software Development Engineer, Search CX Platform|"Job Description
Amazon Search is looking for a Software Development Engineer to be part of the Search Customer Experience Platform team. The organization enables teams throughout the company to conceptualize, create and evaluate compelling search experiences for our customers. Our goal is to accelerate the rate of experimentation in Search and to do so, we provide a suite of developer and designer tools that enable that.

We are looking for motivated SDEs who are passionate about delivering a world class Search CX to customers and also building a stellar developer experience. On a day-to-day basis, you will:
Lead a small, close-knit team of engineers that are agile, data driven, and highly collaborative.
Design and implement your own ideas along with those that meet customer-driven, highly visible goals. Our impact is huge: hundreds of millions of customers, billions of dollars in revenue and hundreds of millions of content optimization decisions per day.
Build services and libraries used by hundreds of developers.
Release new features daily to our customers.
To be successful on this team, you should be highly motivated to build quality systems with a high speed of delivery. In addition, you should enjoy mentoring and leading less experienced engineers, and be excited about building a team around you that can deliver more together than you can alone. You should be well-rounded and not afraid to tackle challenges ranging from high-scale, highly-available, low-latency back-end systems to front-end customer facing systems. If this sounds like you, let's talk more!

Basic Qualifications
Bachelor's Degree in Computer Science or related field
5+ years professional experience in software development
Computer Science fundamentals in object-oriented design
Computer Science fundamentals in data structures
Computer Science fundamentals in algorithm design, problem solving, and complexity analysis
Proficiency in, at least, one modern programming language such as C, C++, Java, Javascript
Strong written and verbal communication skills
Preferred Qualifications
Great candidates will have a proven track record of leading the delivery of large-scale, high-quality systems focused on the platform and application layers of the technology stack
Candidates must be innovative, creative, flexible and self-motivated, with the ability to design and write high-performance, reliable, and maintainable code
Successful candidates will have a strong background in an object-oriented language such as Java and experience building large scale web applications
Strong desire to improve our customer's search experience a must
Experience with Scrum or Agile development a plus
Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations
Ability to take a project from scoping requirements through actual launch of the project
Deep hands-on technical expertise in at least one major technical area: large scale full stack development, building complex distributed systems, designing massive global networks
Experience managing complex projects, with significant bottom-line impact
Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs
Experience mentoring/training the engineering community on complex technical issues
Experience as a technical lead on demanding, cross-functional projects
Ability to ensure the quality of architecture and design of systems


Apply Now at Amazon"|Amazon|3.8 ★|$104K-$126K (Glassdoor Est.)
794|Software Development Engineer, AWS Load Balancing|"Job Description
WHAT? A wave of innovation is bringing sweeping changes to networking technology. Virtualization, unimaginable scale, hardware commoditization, and automation are revolutionizing network software.

WHERE? At Amazon we push the boundaries in robustness, fault-tolerance and smart adaptive algorithms that can react intelligently to real-world events. Software engineers on our team contribute to every phase of the development process and deploy scalable software systems worldwide.

WHY THERE? Amazon Web Services (AWS) runs one of the biggest networks in the world. We leverage big data technologies and deep network analytics software to drive network automation, performance, and reliability.

WHY CARE? Make history as a software developer at AWS Networking. We develop software at every level of the stack from front-end user interfaces to low-level embedded software and everything in between. We are a highly motivated, co-operative, and fun loving team of software developers who thrive on solving challenging problems and building large-scale distributed software systems.

Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Vet
Visit www.amazon.jobs for more information.
Basic Qualifications
A bachelor's degree or higher in Computer Science (or equivalent).
3+ years of experience in building production software applications.
Software development skills, preferably in Java, Python, Ruby and/or Perl in Linux environment.
Familiarity with distributed systems, asynchronous messaging, and network protocols.
A solid grounding in Computer Science fundamentals, data structures, algorithms, object-oriented design and systems architecture.
Preferred Qualifications
Knowledge of major protocols, topology design, network hardware and device configuration.
3+ years of experience in building production software applications with focus on efficient back-end components is required.
A solid understanding of performance and efficiency issues.
Experience with distributed computing and enterprise-wide systems.
Experience taking a leading role in building complex software systems that have been successfully delivered to customers.
Experience mentoring junior software engineers to improve their skills, and make them more effective, product software engineers.
Experience influencing software engineers best practices within your team.
Ability to take a project from scoping requirements through actual launch of the project.
A strong customer orientation.
**LI-LJ1


Apply Now at Amazon"|Amazon|3.8 ★|$104K-$126K (Glassdoor Est.)
795|Sr. Escalation Engineer - Amazon Web Services|"Job Description
Amazon has built a reputation for excellence with recent examples of being named #1 in customer service, #1 most trusted, and #2 most innovative. Amazon Web Services (AWS) is carrying on that tradition while leading the world in Cloud technologies. As a member of the AWS Support team you will be at the forefront of this transformational technology assisting a global list of companies that are taking advantage of a growing set of services and features to run their mission-critical applications. You will work with leading companies in this space and directly with the engineering teams within Amazon developing these new capabilities.

The Sr. Escalation Engineer will work as part of the AWS Support Escalation & Event Management (E2M) Team to identify widespread and systemic customer facing problems for Amazon Web Services. You will be responsible for monitoring internal tools to identify customer facing problems. When a problem is identified, you will ensure the appropriate parties are engaged to drive the resolution of the problem and act as an advocate on behalf of the customer to both report and manage the customer experience. Because of our unique role, AWS Escalation Engineers have front-and-center limitless exposure to all things AWS, including numerous leading edge technologies.

Overall Responsibilities

· Continuous real-time monitoring of incoming alarms
· Prioritize, manage and own emerging and developing customer issues from start to finish
· Quickly detect and diagnose service impacting events
· Provide critical incident response/management for AWS Service Teams
· Monitor and manage communications during high impact events via relevant channels
· Work with key stakeholders across AWS to improve the customer experience and develop mechanisms that support operational excellence
· Drive down mean time to engagement and communication for all incident types
· Deep understanding of AWS architecture and service inter-dependencies
· Collaborating with key stakeholders around documentation and processes regarding recurring issues as well as new service updates
· Provide crisp and timely communication on developing issues to relevant stakeholders
· Facilitate Post-Mortem/Root Cause Analysis after each event to mitigate problem recurrence
· Analyze data trends on internal tickets, customer contacts, social media, and network monitors to identify potential issues
· Deliver customer impairment reports for relevant stakeholders
· Ability to maintain composure in dynamic and high pressure situations
· Perform other duties as required by the organization
Basic Qualifications
7+ years of experience of incident management with mission critical services
7+ years of experience correlating system behaviors based on known inter-dependencies
7+ years of experience in Systems (Windows/Linux) and Networking concepts
7+ years of experience in managing internal and external customers through technical problem resolution
7+ years of experience leading and managing internal communications
7+ years of AWS or virtualization technologies
Bachelor’s degree in Information Science / Information Technology, Computer Science, Engineering, Mathematics, Physics, or a related field (or 4+ years of relevant work experience)
Preferred Qualifications
Excellent critical thinking and logical problem solving skills
Experience working in a fast-paced agile environment
Effective prioritization and time management skills
Work closely with others to identify opportunities for improvement
Ability to analyze, consolidate, and aggregate data from various sources
7+ years practical experience with virtualization technologies
Experience with AWS Services
Knowledge and implementation of Lean Processes
ITILv3 / COBIT 5 certification
Proven success in a fast paced support environment
Proven success driving continual process improvements
Experience managing cross-functional and virtual teams as required
Experienced facilitator with strong leadership and influencing skills
Succinctly convey complex problems in easy to digest terms for all stakeholders
Be willing to act with a sense of urgency, balanced with diplomacy


Apply Now at Amazon"|Amazon|3.8 ★|$78K-$105K (Glassdoor Est.)
796|Software Development Engineer III, Amazon SageMaker|"Job Description
Interested in joining SageMaker and engineering the world's best Machine Learning service on AWS?
You will be working to build a development environment for customers, hosted on AWS and leveraging open source technologies. Our mission is to facilitate Machine Learning education, development, and productionalization of Machine Learning models for different classes of users ranging from ML experts to developers without ML knowledge.
Amazon's machine learning platform team currently supports services inside of the company and the AWS service SageMaker. Please take a look at https://aws.amazon.com/sagemaker/
You will work in the company of world experts and there are immense learnings as well as growth opportunities.

In this role you will design, implement, test, and write library code and own a SOA-based platform and a web front-end using object-oriented, distributed programming, Java, Python, Javascript, other AWS services, and more in Linux environment. You will do everything from determining priorities and designing features to re-architecture as necessary, automated testing and mentoring others. The best candidates show true end-to-end ownership.

Basic Qualifications
Bachelor’s Degree in Computer Science or related field
Equivalent experience to a Bachelor's degree based on 3 years of work experience for every 1 year of education
Computer Science fundamentals in object-oriented design
Computer Science fundamentals in data structures
Computer Science fundamentals in algorithm design, problem solving, and complexity analysis
Strong analytical abilities and problem solving
Strong inclination towards building high quality systems by testing mercilessly.
Strong sense of ownership and willing to own end to end systems.
5+ years professional experience in software development
Proficiency in, at least, one modern programming language such as Java, Python, C++, C#, Perl


Preferred Qualifications
Experience building complex software systems that have been successfully delivered to customers
Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations
Ability to take a project from scoping requirements through actual launch of the project
Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs.
Deep hands-on technical expertise in: large scale systems engineering; building and operating complex distributed systems
Experience with Machine Learning, data mining, and/or statistical analysis tools such as R and MATLAB is a plus
Master's degree in Computer Science, Computer or Electrical Engineering



Apply Now at Amazon"|Amazon|3.8 ★|$132K-$160K (Glassdoor Est.)
797|Software Development Engineer, AWS Infrastructure|"Job Description
Do you want to work on one of the world's most sophisticated Internet infrastructures in a very challenging environment? We are seeking a strong Software Development Engineer for a new infrastructure project that will influence the design and operation of AWS' global backbone network. This is a ground floor opportunity and we are looking for engineers who can take an idea from inception to delivery. This is a high visibility position that will collaborate with multiple infrastructure and AWS Services teams.

This role is suited for someone who is excited by rapid growth, willing to chart new territories, and define new processes where there is none. The AWS Internet Services, Infrastructure team is responsible for the strategy, acquisition, implementation, and maintenance of the network and all associated resources necessary to grow AWS footprint worldwide.

Your work will guide multi-million dollar submarine and terrestrial fiber acquisitions, drive the differentiation of AWS' network, and provide new insights to AWS Service and Networking teams.
Basic Qualifications
BS/MS in Computer Science or equivalent
3+ years of industry experience
Analytical abilities and design skills
Excellent written and verbal communication skills
Strong, object-oriented design and coding skills
Experience with the tools of the trade, including a variety of modern programming languages (Java, C/C++, Objective C, Python, JavaScript) and open-source technologies (Linux, Spring, JQuery, etc)
Experience with scalable data processing platforms and tools like Spark, Hadoop
Preferred Qualifications
Experience with scalable data processing platforms and tools like Spark, Hadoop
Experience building and deploying machine learning models
Familiarity with NetFlow data and networking concepts
Comfort with ambiguity


Apply Now at Amazon"|Amazon|3.8 ★|$104K-$126K (Glassdoor Est.)
798|Software Development Engineer - AWS Commerce Platform, Pricing|"Job Description
Join us to design and build the next generation of AWS Commerce Platform services that power AWS!

Are you excited about building services that directly impact AWS business? The AWS Pricing team (part of AWS Commerce Platform) is building new systems to support the scale of AWS now and into the future. We are looking for talented software engineers to help us to design and build new microservices architecture and data plane that can operate at AWS scale.

You can make a tremendous impact on AWS by helping us design and build systems at AWS scale, using a wide variety of technologies and working with a creative, passionate team. You can help AWS continue to grow and serve our customers well into the future.

In this role you will:
Write high-quality, efficient, testable code in Java and other object-oriented languages.
Build highly available, secure, distributed systems in microservices, container, and distributed cluster-compute architectures.
Collaborate with some of the best engineers in the industry to work on some of the most complex challenges in large-scale computing.
Find out what it takes to engineer systems for ""Amazon Scale"".
Own and operate the systems that you build based on real-time customer data and demanding service-level agreements.
Contribute to planning, design, implementation, testing, operations, and process improvement as a member of a Scrum team.
Basic Qualifications
5+ years of software development experience.
Bachelor’s degree (or higher) in Computer Science or a related discipline.
Strong debugging, troubleshooting, and problem solving skills.
Proficiency with object-oriented design, data structures, and algorithms.
Ability to take a project from requirements analysis through to launch and operation of the system in production.
Proficiency with modern object-oriented programming languages such as Java, Ruby, Python, C#, C++, preferably on a UNIX or Linux platform.
Preferred Qualifications
Deal well with ambiguous/undefined problems; ability to think abstractly.
Experience building extremely high volume and highly scalable web services.
Experience building highly available systems and operating 24x7 services.
Experience with distributed systems, consistent hashing, distributed locking, replication, and load balancing.
Master’s degree or PhD in Computer Science.
Working knowledge of relational and NoSQL databases.


Apply Now at Amazon"|Amazon|3.8 ★|$104K-$126K (Glassdoor Est.)
799|Sr. Software Development Engineer - Amazon Alexa|"Job Description
The Alexa Communications team’s mission is to bring people closer together by enabling customers to use the Alexa service for convenient, natural, and expressive conversations. Customers today can call and receive voice and video calls and we have recently launched Drop In, a new way to communicate spontaneously with the people you care about most, both within and outside the home.

We are looking for someone who is excited about understanding how we can help customers connect with each other and specifically how we can make the experience more natural by improving the quality of voice and video calls. Imagine helping elderly customers communicate clearly with their children and grandchildren, or providing an experience where you could imagine being together with the people you are communicating with, even when you are in separate parts of the world

As a Senior Software Engineer You Will Be Expected To
• Serve as a technical lead on our most demanding, cross-functional projects.
• Ensure the quality of architecture and design of systems.
• Functionally decompose complex problems into simple, straight-forward solutions.
• Possess expert knowledge in performance, scalability, and engineering best practices.
• Effectively research and benchmark Amazon technology against competing systems in the industry.
• Assist in the career development of others, actively mentoring individuals and the community on advanced technical issues and helping managers guide the career growth of their team members.
• Exert technical influence over the core platform teams, increasing their productivity and effectiveness by sharing your knowledge and experience.
Basic Qualifications
• Bachelor's degree and/or Master's degree in Computer Science or equivalent.
• 7+ years of software engineering experience, including Java and/or C++.
• 5+ years of experience in networking, multi-threaded applications and complex software development.
• Experience in building high-performance, highly-available and scalable systems.
• Experience designing, building and managing IP based communication systems and services.
• Experience optimizing for short term execution while planning for long term technical capabilities.
Preferred Qualifications
Master’s degree
Excellence in technical communications with both technical and non technical peers
Robust project planning/execution skills including estimating, scheduling, and executing on committed schedules
Excellent judgment, organizational, and problem-solving skills
Exceptional interpersonal communication skill, including verbal, written, listening and customer relationships
Ability to work in a dynamic environment



Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation


Apply Now at Amazon"|Amazon|3.8 ★|$135K-$163K (Glassdoor Est.)
800|Software Development Engineer in Test, Search Customer Experience|"Job Description
Amazon Search-Customer Experience(SCX) QA Team is seeking for a talented and enthusiastic Software Development Engineer in Test to test revolutionary new features for Amazon Search. We are working with exciting new technologies and solving complex automation problems across multiple browsers, platforms and mobile devices. If you are creative, customer focused, have a passion for automation, enjoy building test infrastructure, and want to work in a fast paced environment, this team is right for you!

The SCX QA team is responsible for the quality of the worldwide customer facing search features on desktops, tablets, and mobile devices - everything from the moment a customer clicks into the search box to when they view search results. As an SDET in the SCX QA team, you will participate in release/feature sign-off using test automation. You will be responsible for setting up test methodologies, metrics and quality requirements for your own development team. You will be working closely with other SDETs in the team designing and developing automated testing frameworks in order to eliminate manual testing from our release sign-off and feature testing process. You will be spending a percentage of your time on your own projects to directly impact the team's speed, quality and efficiency.
Basic Qualifications
BS in Computer Science or equivalent combination of technical education and work experience.
1+ years relevant work experience.
Ability to write quality code in at least one high level language like Java, C, C# etc.
Demonstrated experience in test planning, test design, test strategy, and test execution.
Preferred Qualifications

Passion for testing and quality.
Experience of building test automation frameworks with solid OO design; Experience with mobile app testing and test automation.
Experience of performance, load, stress, security test is a plus.
Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment.
Strong knowledge of QA methodology and tools, with Demonstrated QA experience in an SDET or QAE role.
Experience of working closely with development and business teams to communicate impacts and to understand business requirements.
Experienced in Agile or Scrum software development methodologies.


Apply Now at Amazon"|Amazon|3.8 ★|$92K-$118K (Glassdoor Est.)
801|Senior Software Development Engineer - Selection Monitoring Team|"Job Description
Selection Monitoring team sits at the core of Amazon’s retail business, and our systems help Amazon stay ahead of the curve by providing the broadest set of products to satisfy our customers’ shopping needs.
We build platforms, systems and tools for the retail business, create and take advantage of datasets that contains billions of records, use the latest data processing technologies like Apache Spark and a broad set of AWS technologies. All aiming to keep Amazon’s catalog comprehensive and competitively priced in order to maintain our position as the most customer-obsessed and innovative company in the world.

The expectation is to iterate faster on new feature development and continuously improve the efficiency and scalability of our platforms and tools. We are looking for engineers to tackle ambiguous problems in the areas of data processing and distributed systems of cloud-scale. You are expected to take ownership, dive deep and drive solutions from developing prototypes, design to coding, testing and deployment. The role demands innovation and expects you to push the boundaries.

Join us - fun and challenges are guaranteed.
Basic Qualifications
Bachelor's Degree in Computer Science or related field.
7+ years of relevant industry experience.
Proficient in a mainstream programming language, such as Scala, Java, Python or C#.
4+ years experience building big data systems.
A deep understanding of software development life cycle and a good track record of shipping software on time.
Delivered solutions that have had impact on multiple teams and / or at the organization level.
A deep understanding of software development life cycle and a good track record of shipping quality software on time.
Preferred Qualifications
Master’s degree and/or PhD preferred in mathematics, computer science, or related discipline.
Experience with Spark or MapReduce.
Experience designing and implementing information retrieval and web mining systems.
Technical expertise and hands-on experience in building cloud-scale distributed architecture.
Solid programming and design skills in a mainstream programming language.
Advanced knowledge of data structures.


Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation


Apply Now at Amazon"|Amazon|3.8 ★|$135K-$163K (Glassdoor Est.)
802|Sr. Software Development Engineer- AWS Marketplace|"Job Description
Come join the AWS Marketplace Team in our mission to change the way enterprise software is bought and sold! AWS Marketplace enables software sellers to reach all AWS customers, and it enables software buyers to easily discover, purchase and consume software. Our goals include enriching the platform to support more diverse selection, improving buyer and seller experience and implementing new capabilities to improve the products and offerings. Our vision is to make AWS Marketplace the one stop shop for buying and selling software - we're building the app store for
AWS.


AWS Marketplace Catalog Management, Publishing, Workflow and API teams are looking for experienced Senior Software Development Engineers to help build the next iteration of AWS Marketplace. As a Senior Software Development Engineer on the team you will own significant portions of the product and will have influence on our strategy by helping define the next wave of product features and system architecture. The systems are complex and there are huge opportunities to work at all levels from the front end user experience, to a set of robust platform services, to system level pieces and everything in between. You should be somebody who enjoys working on complex system software, is customer-centric, and is passionate about building quality software as well as achieving operational excellence. A commitment to teamwork and hustle, and strong communication skills (to both business and technical partners) are essential.
The ideal candidate will have a track record of success delivering new features or products. This person has thrived and succeeded in delivering high quality technology products/services in a hyper-growth environment where priorities shift fast. He or she has strong design and implementation experience, strong knowledge of web services and protocols, and an in-depth knowledge of distributed systems architectures. Experience with asynchronous workflow systems is a plus.

Basic Qualifications
BS in Computer Science or equivalent
5+ years of industry experience.
Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment.
Preferred Qualifications
7+ years of industry experience.
Programming in C, C++, C# and/or Java, Ruby, JavaScript in Linux and/or Windows environment.
Strong knowledge and experience on Javascript, and JS frameworks/libraries like React (preferred) or Angular
Experience building scalable infrastructure software or distributed systems for commercial online services.
Experience with AWS services EC2, EBS, RDS, SWF, etc
Sharp analytical abilities and proven design skills.
Strong sense of ownership, urgency, and drive.
Demonstrated leadership abilities in an engineering environment in driving operational excellence and best practices.


Apply Now at Amazon"|Amazon|3.8 ★|$135K-$163K (Glassdoor Est.)
